payment_id,PARTN,AVKON,SGTXT,KWBTR,KWAER,BVDAT
[3628],Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF 2660444510 INV100000000007235 nmsyg,68263.67,EUR,20221017
[3629],Ivanov & Partners Ltd.,SV19KKUN36138602803468,ORDER OF  INV10000000002662,101053.01,USD,20041015
[3630],Crimson Event Management,SV12OVQE34825959716219,receipt number  1923847 110 REF r5kz90ozi,265018.54,USD,20011005
[3631],Rossi & Figli S.p.A.,CH60WYQF12137990692904, INV100000000012155,222941.49000000002,CHF,20081015
[3632],VHI MANUFACTURING,EC96HOBH95227782115933, 10000001461 INV100000000013505,22107.21,USD,20131010
[3633],Patel & Sons Pvt. Ltd.,SV68CHTX17930433876614,RECEIPT  671139264,106485.78,USD,20041001
[3634],Ramirez & Hijos Servicios,EC71POCP43339649040193,receipt number NO 0: 3292316 521 NO 1: 47169366554 NO 2: 89643999869  cznd35mgsworrl,668015.78,USD,20041007
[3635],Ferrari & Figli SRL,SV33QXSG98847568135628,ORDER OF 4474220861 ,32488.19,USD,20020923
[3636],Kim & Lee Technologies,US78QMZQ98005519667632, 1000008208 0357647605,104722.93,USD,20020921
[3637],DF Holdings,ZW77JSAD86352332836377,receipt number INV100000000001363 ,125564.82,USD,20111031
[3638],Rossi & Figli S.p.A.,CH49DGUS89277589722397,7714710857 ,149333.58,CHF,20141011
[3639],Shoreline Property Group,PA29YGYX91620708881306,9327657872  REFERENCE 0gg9pq,101498.7,USD,20051008
[3640],Lumen Power Technologies,IE10PEWN36363975730276,396285915 ,84908.2,EUR,20080924
[3641],Lumen Power Technologies,IE10PEWN36363975730276,3962851956 INV100000000000731,5858.270000000004,EUR,20080923
[3642],Dupont & Frères SARL,IE69OHOG46653629276946,ORDER OF INV10000000 0009088 1000025813 ,311323.95,EUR,20141002
[3643],Red Maple Ventures,US34XOKT18597398849451,payment 5700539760 ,177227.97,USD,20131014
[3644],Crimson Event Management,SV12OVQE34825959716219,receipt number  + 3990638407 & + 7796648802 & + 6279869886 REF b10u97ty671hl,390430.06000000006,USD,20020927
[3645],Shoreline Property Group,PA29YGYX91620708881306,"- 271509231, - 64664487, - 990606842  REFERENCE 3phq0x9u",412379.33,USD,20241009
[3646],Kim & Lee Technologies,US53GHZR45112000591922, 1000002732 76926916,12185.75,USD,20110920
[3647],Shoreline Property Group,PA04ULMP25623811229020,"- 5231849347, - 2231067418, - 7000191503, - 7903793384  REFERENCE 0se31es3qvlw",979843.8999999999,USD,20241101
[3648],RF Solutions,EU80SHBU99676216281717,"RECEIPT REF 0: 6871510646, REF 1: 4226970812 ",256937.3,EUR,20190927
[3649],Vista Health Care Services,SV33LFZT25489849531543,payment  7966147928,120692.84000000001,USD,20210925
[3650],Bianchi & Figli SRL,IE32CVRJ97246549953146,RECEIPT 463757318 ,49262.0,EUR,20031011
[3651],Bianchi & Figli SRL,IE32CVRJ97246549953146,RECEIPT 4637527 ,35296.3,EUR,20030928
[3652],Hassan & Sons Pvt. Ltd.,ES12GKZF14685184041382,no 0: 0498506133no 1: 147684268 10000008382 ,189994.59,EUR,20151010
[3653],Liu & Chao Engineering,NO39TVLQ14226411504242,RECEIPT NO 0: 3259415137NO 1: 2769569586NO 2: 1517228466NO 3: 9379269258 ,5010904.58,NOK,20171004
[3654],OpalStone Mining Inc.,ES81USND11774558785307,receipt number  100012493 3483567578,133373.86,EUR,20151013
[3655],Crimson Event Management,SV20BJHO20887918360762,receipt number  1477666347 REF f92be2occ,128319.1,USD,20030928
[3656],Crimson Event Management,SV12OVQE34825959716219,receipt number  + 7496181935 & + 0814509589 REF h4a0z74tjqvzy,227111.17,USD,20221008
[3657],Oliveira & Filhos Comércio,ZW61NWKH00776954994515,receipt number  INV100000000016532 REF pdf,44547.31,USD,20161003
[3658],Dubois Holdings,ZW27HQBA00980290656589,2876185879 100000000001831 INV100000000021410 NUM xg6m24w4o,86479.98,USD,20051102
[3659],Pacific Ocean Fisheries,PA81NKDG94676776743427,#RECEIPT:  100000001413 8793191147,327601.67000000004,USD,20160923
[3660],Pacific Ocean Fisheries,PA81NKDG94676776743427,#RECEIPT: INV100000000011478 100000000002125 ,60754.52,USD,20161020
[3661],Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT:  INV1000500000016047,33533.5,USD,20050926
[3662],Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT: 1525589323 INV1000090000016047,33519.05,USD,20051005
[3663],Dubois Holdings,ZW73TTWK41724804348548,4296645312 1006862  NUM 0sayj79,83640.1,USD,20201010
[3664],Apollo Catering Services,EC06KESO06541453065039,RECEIPT INV100000000021245 ,113307.3,USD,20090930
[3665],Apollo Catering Services,EC06KESO06541453065039,RECEIPT  5074207186,80815.27,USD,20091002
[3666],Eagle Financial Group,US55FZFE21568608001876,989150236 ,70316.8,USD,20131003
[3667],Kim & Lee Technologies,US78QMZQ98005519667632, 100000002114 ref 0: 3070554135 & ref 1: 8971552027 & ref 2: 4284514626 & ref 3: 6391576055,638300.3,USD,20050926
[3668],OpalStone Mining Inc.,ES20CMTE44658450515327,receipt number  1999 7858524542,128935.26,EUR,20141008
[3669],Tanaka & Co. 株式会社,ZW75TRXQ41847808286596,#RECEIPT:  INV100000000017816,86452.2,USD,20101022
[3670],Tanaka & Co. 株式会社,ZW75TRXQ41847808286596,#RECEIPT:  INV100000000017816,174175.32999999996,USD,20101009
[3671],Liu & Chao Engineering,NO83KQHA30401614802459,RECEIPT 184631540 ,235183.96,NOK,20061021
[3672],Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT: no 0: 6614366534 no 1: 1110146609 no 2: 1142167869 no 3: 0616018661 no 4: 1032049135 ,543156.09,USD,20110920
[3673],F&F Ventures,SV41OAYF71955705708972,ORDER OF  INV100000000015781,190449.25,USD,20241002
[3674],SC CONSULTING GROUP,US68TYWD93527713228340,RECEIPT INV100000000013885 ,18401.11,USD,20001014
[3675],SC CONSULTING GROUP,US68TYWD93527713228340,RECEIPT INV100000000013885 1776834162,29445.690000000002,USD,20000929
[3676],Red Maple Ventures,US77ISES92996107819674,"payment ref 0: 04968736, ref 1: 244441249, ref 2: 195927680 ",449667.30000000005,USD,20110929
[3677],Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT 0343204557 ,2725971.9,NOK,20060925
[3678],Nexus Financial Services,PA09PJVM46986363192179,receipt number 6577509971460856807497396520  REFERENCE 6tsnvbv,292392.69,USD,20240921
[3679],Hassan & Sons Pvt. Ltd.,ES12GKZF14685184041382,5647026649 11939 ,146113.25,EUR,20191002
[3680],Apollo Catering Services,EC65DGAR74950078797614,RECEIPT INV100000000025303 ,127961.8,USD,20150926
[3681],Shoreline Property Group,PA04ULMP25623811229020,2382020349  REFERENCE 6u2yw7wlc7a,242476.75,USD,20121003
[3682],Apollo Catering Services,EC65DGAR74950078797614,RECEIPT  0143324541,93793.83,USD,20071026
[3683],Santos & Filho Lda.,AU14FSGP75413836101729,PAY  6553620511,257951.59,AUD,20031004
[3684],Bianchi & Figli SRL,IE59MSHD42615312543793,RECEIPT 8456313130 INV100000000003405,149475.49,EUR,20121028
[3685],SC CONSULTING GROUP,US68TYWD93527713228340,RECEIPT  3834391284,119498.67,USD,20080926
[3686],SC CONSULTING GROUP,US68TYWD93527713228340,RECEIPT  3834391284,70858.52,USD,20080930
[3687],Rossi & Figli Costruzioni,SV90XIEB98407044017160,"ORDER OF + 2768105071, + 1550821697, + 9595536737, + 9082828211 ",1059199.82,USD,20201006
[3688],Schmidt & Co. Handels,ZW51DNVB11230644344992,receipt number  INV100000000000357,32430.33,USD,20091027
[3689],Nakamura & Co. 株式会社,IE51TCYY07311977440881,73961673481 ,111759.82,EUR,20241030
[3690],SPG REALTY,PA04ULMP25623811229020, INV100000000001285 REFERENCE 86tf2,54880.57,USD,20191017
[3691],NFS ADVISORS,PA68LDWF41360649112653,receipt number 0600040175788440417462586865497905712739  REFERENCE 52z87uf7ez0cy,884826.9800000001,USD,20130927
[3692],AeroMax Manufacturing,SE68LCKC51835489607558,receipt number  INV1000000020017901,4712616.36,SEK,20100927
[3693],RFC_88990,SV38XHWS88142304184916,"ORDER OF + 5618403720, + 4340390349, + 0629429328, + 8551683634 ",504741.78,USD,20071020
[3694],ACS HOSPITALITY,EC22BZGP90168289034266,RECEIPT INV100000000007211 ,67281.29,USD,20211005
[3695],Red Maple Ventures,US49XYJM88732373778550,payment  IVN100000000013385,100209.71,USD,20221021
[3696],AeroMax Manufacturing,SE68LCKC51835489607558,receipt number  INV10000000018515,5697148.28,SEK,20120927
[3697],Hassan & Sons Pvt. Ltd.,ES48TVHT13416747271116,6804583116 100000000124 INV100000000005 589,33079.59,EUR,20071001
[3698],Hassan & Sons Pvt. Ltd.,ES48TVHT13416747271116, 1000676 INV1000700000005589,59475.03,EUR,20070928
[3699],Hassan & Sons Pvt. Ltd.,ES48TVHT13416747271116, 101835 INV1000000080005589,50064.419999999984,EUR,20070926
[3700],Rossi & Figli S.p.A.,CH46PHAY07690573560802,+ 7198481548 + 0817505797 ,709726.49,CHF,20141101
[3701],Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT 2340552231 INV100000000007469,3288610.81,NOK,20180923
[3702],DF Holdings,ZW77JSAD86352332836377,receipt number  7400133451,108829.14,USD,20191018
[3703],Nakamura & Co. 株式会社,IE96HMFG05609084516214, INV100000000004712,102946.37000000001,EUR,20010930
[3704],Shoreline Property Group,PA93QJXH90039892057264, INV100000000007076 REFERENCE mdng4t316ovy,75001.87,USD,20160929
[3705],Kim & Choi Electronics,FR64WMIF35021218661871,ORDER OF 59650202659  vev3apdbgqxwgoj,48184.98,EUR,20151010
[3706],Kim & Choi Electronics,FR64WMIF35021218661871,ORDER OF 59650020659  fnc5aez,91436.45999999999,EUR,20151008
[3707],ADL TECH,US53XGYW08718806659176,no 0: 3405371841 | no 1: 7265499618 | no 2: 9361718593 | no 3: 2971426153 | no 4: 7868306726 ,875914.9,USD,20081022
[3708],Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT INV10000000003492 1912003180,412213.3,NZD,20001014
[3709],Eagle Financial Group,US55CGKQ34343849487945,620017996 ,491485.13,USD,20011012
[3710],Dupont & Frères SARL,IE69OHOG46653629276946,ORDER OF  100000000398 ref 0: 599765584 ref 1: 1524136588 ref 2: 502334257 ref 3: 454392200,587404.9199999999,EUR,20141001
[3711],Zhao & Sons Ltd.,EU21QINT89660374269417,payment 2077595580 INV10000 0000017928 REFERENCE l9dsf274id9tkgh,20657.11,EUR,20130923
[3712],Zhang & Co. Limited,US80YMLZ45679853732694,receipt number INV4100000000004195 ,37786.04,USD,20210929
[3713],OF Trading,ZW61NWKH00776954994515,receipt number  INV100000000001111 REF teca2gs16ghn65,273625.47,USD,20230925
[3714],Nexus Financial Services,PA09PJVM46986363192179,receipt number  INV100000000008113 REFERENCE jt32henxseeprqk,29993.97,USD,20060930
[3715],Shoreline Property Group,PA04ULMP25623811229020,27427963296 INV100000000016794 REFERENCE xn3mu5en,223766.29,USD,20200928
[3716],AeroMax Manufacturing,SE68LCKC51835489607558,receipt number 8104790251 INV1000000000047974,2052750.96,SEK,20101003
[3717],Renault & Fils SARL,EU39QKFV96686500836193,RECEIPT 4508590513 ,6324.86,EUR,20000922
[3718],Renault & Fils SARL,EU39QKFV96686500836193,RECEIPT 4508590513 ,15352.91,EUR,20000927
[3719],Hassan & Co. Ltd.,ES07OXCB65709636961461,ORDER OF  ref 0: 9022628 ref 1: 2570 307065 ref 2: 911647148 ref 3: 508211434 ref 4: 82330881895,527215.2,EUR,20071005
[3720],Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number  INV100000000001956 REF 01tl9f423ex,119523.02,USD,20121030
[3721],Bertolini & Co. SRL,JP35QALD51885621071608, 9168764986,54297136.5,JPY,20241017
[3722],Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number  INV100000000000 496 REF qo4k0,190309.92,USD,20030927
[3723],Zhao & Sons Ltd.,EU22PQXY60907366812685,payment  INV1000000000398165 REFERENCE 1oqljyz,208252.14,EUR,20171016
[3724],RH Services,EC71POCP43339649040193,receipt number NO 0: 4301281464 NO 1: 7332603292 NO 2: 2211971847 NO 3: 9356899849  seb1qq,645319.39,USD,20141003
[3725],Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT 4017263697 ,186533.33,EUR,20110928
[3726],Park & Lee Solutions,IT69XBSD04498910535216,ORDER OF 6274865 293 ,76655.9,EUR,20151005
[3727],Oliveira & Filhos Comércio,ZW52CDBP55125863165449,receipt number REF 0: 7091105647REF 1: 3749390649REF 2: 6694195878REF 3: 1772444295  REF ofvwx129uj3t7a1,900908.96,USD,20241004
[3728],Dubois & Co. S.A.R.L.,ZW73TTWK41724804348548,8533 888420 10000012130 INV100000000017616 NUM 7ihhzc6roz04ppd,67547.67,USD,20051010
[3729],RH Services,EC71POCP43339649040193,receipt number  INV100000000003394 5yn,374064.68,USD,20151009
[3730],Ramirez & Hijos Consultoría,EC36JHZD22895566926999,receipt number INV100000000040476 ,352583.15,USD,20161012
[3731],VHI MANUFACTURING,EC46SLCU14727463738896,+ 4299945495+ 5112354655+ 0901421589+ 0507557412 100000003699 ,995625.2,USD,20040924
[3732],Nexus Financial Services,PA46TYKX62410812416933,receipt number 44977 5438770440301202236999043607 88153583  REFERENCE w0jpv6tswcm38iq,558546.73,USD,20001021
[3733],Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number 3186530015 ,115674.47,USD,20070925
[3734],VISTA CARE NETWORK,SV45AQUO19832173360815,payment INV100000000000646 ,54522.87,USD,20060926
[3735],Nexus Financial Services,PA62DRIL34514339426048,receipt number  INV100000000011511 REFERENCE 7jid3d2tmgye4,41948.42,USD,20190925
[3736],Infinity Edge Technologies,ES77ZRIA44436136274569,"PAY  REF 0: 634188949, REF 1: 648206406, REF 2: 47929599171, REF 3: 6583255579, REF 4: 961939 1928, REF 5: 311826174 6, REF 6: 1913506823",1158662.8199999998,EUR,20201008
[3737],TerraNova Energy Co.,KR69MWND72849777139761,PAY  - 9208304385 - 6090 577749 - 130557558 2 - 596714043 - 42513842336 - 2493386 461,1694717224.13,KRW,20001002
[3738],Aurora Digital Labs,US30QLXI48317160457318,2548014194 ,97500.09,USD,20190928
[3739],Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number  INV100000000003426,71867.62000000001,USD,20221013
[3740],Crimson Event Management,SV86UIFV56069928982649,receipt number  4427930701 REF oe5pm7uet,173046.42,USD,20021017
[3741],Bertolini & Figli S.p.A.,JP94HCND63476630811658,RECEIPT 038093046 ,8201155.85,JPY,20051017
[3742],Bertolini & Figli S.p.A.,JP52NVBD41881113710759,RECEIPT 3369980841 ,22543557.2,JPY,20150928
[3743],Ramirez & Hijos Servicios,EC65YPUM67161449131979,receipt number 713233  fsngoet8h4mjf,129919.58,USD,20141011
[3744],Infinity Edge Technologies,ES16SDAB54624906806868,"PAY  REF 0: 9219688004, REF 1: 7449752442, REF 2: 2125214951",748350.65,EUR,20211001
[3745],Vulcan Heavy Industries,EC96HOBH95227782115933, 10000045679 INV00000000004027,163329.52,USD,20011006
[3746],Vulcan Heavy Industries,EC96HOBH95227782115933,6589700803 100000000001414 INV10000000000402,177200.04,USD,20010921
[3747],TerraNova Energy Co.,KR17XYXA58116372865191,PAY INV100000000015247 ,306743634.52000004,KRW,20051019
[3748],F&F Ventures,SV41OAYF71955705708972,ORDER OF NO 0: 5470763804 & NO 1: 7557170988 & NO 2: 5307529509 ,524916.15,USD,20021018
[3749],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,208905 7502893457813060 12053689910179617035 199  NUM zamrsa1iwctd,714075.3300000001,USD,20101018
[3750],EAGLE PAYMENTS,US42DMOC19326985519090, INV100000000001748,288870.68,USD,20031014
[3751],AeroMax Manufacturing,SE93IYZL44325532398846,receipt number - 4470623540- 5057551581- 3497138048 ,2949020.91,SEK,20120930
[3752],H&Co. Enterprises,ES21DMQH18438233280127,ORDER OF INV100000000039776 ,56532.15,EUR,20220927
[3753],Shoreline Property Group,PA04ULMP25623811229020, INV100000000011581 REFERENCE nlecjukde,143865.76,USD,20121016
[3754],BC Ventures,JP10BDVR92723039543589,INV100000000028692 ,8763512.09,JPY,20151003
[3755],Nexus Financial Services,PA62DRIL34514339426048,receipt number 05852452  REFERENCE np5v5dv41of,72193.56,USD,20060929
[3756],Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number 9392617387 INV100000000009009,139925.05,USD,20011011
[3757],Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT 0190518493 ,27173.36,EUR,20170921
[3758],Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT 0190518493 ,124716.53000000001,EUR,20171017
[3759],Ramirez & Hijos Consultoría,EC52ABOT61230474486347,receipt number  7531385482,55981.28,USD,20230928
[3760],Park & Lee Solutions,IT16HXHD15991479959515,ORDER OF  INV100000000040764,261003.31,EUR,20070927
[3761],Hassan & Co. Ltd.,ES21DMQH18438233280127,ORDER OF INV100000000004808 ,93733.53,EUR,20110927
[3762],Dubois Holdings,ZW36YWNE17469290674294, 10011628 INV100000000002542 NUM 1izqllkf67z838,69178.7,USD,20070924
[3763],LPT ENERGY,IE81NFGS32338919992498,9520188586 ,44258.01,EUR,20091010
[3764],TNE RESOURCES,KR69MWND72849777139761,PAY  - 2245935109 - 0516379399 - 6501030465,1049234023.6899999,KRW,20170924
[3765],Vista Health Care Services,SV45AQUO19832173360815,payment IN100000000014341 ,95679.64,USD,20121024
[3766],Rossi & Figli Costruzioni,SV38XHWS88142304184916,ORDER OF  INV100000000012219,154316.24,USD,20011014
[3767],Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT  REF 0: 2293033341 & REF 1: 0465076512 & REF 2: 4551483629 & REF 3: 5336688983,1461714.78,NZD,20060923
[3768],Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT 4799390892 INV100000000022762,186742.15,EUR,20090930
[3769],Dubois & Frères SARL,ZW04VJNH47896019539734,receipt number  6888333816,276378.6,USD,20121008
[3770],Ramirez & Hijos Servicios,EC71POCP43339649040193,receipt number NO 0: 1417693451 NO 1: 9307597333 NO 2: 9749551333  7qat9ahlod2bl9t,438467.52,USD,20081014
[3771],BHT TOURS,JP74DNBM06807398614973, 9197093528,20708134.12,JPY,20160930
[3772],Dubois & Frères SARL,ZW27IZUX97571132337325,receipt number  0920072014,47745.41,USD,20101002
[3773],Dubois & Frères SARL,ZW27IZUX97571132337325,receipt number  0920072014,152524.37,USD,20101011
[3774],Patel & Co. Pvt. Ltd.,ZW76GAMT92974160785191,RECEIPT 7255682248 1005180  NUM eb1j,101123.71,USD,20230928
[3775],Patel & Co. Pvt. Ltd.,ZW76GAMT92974160785191,RECEIPT  100000015917 INV100000000000948 NUM dq9rphdv7anxlw,78896.73,USD,20231018
[3776],Patel & Co. Pvt. Ltd.,ZW76GAMT92974160785191,RECEIPT  198 INV100000000000948 NUM ae2obxj,3197.850000000006,USD,20231011
[3777],NFS ADVISORS,PA09PJVM46986363192179,receipt number  INV100000000015557 REFERENCE l2p0eyb1alccvz,32447.14,USD,20181007
[3778],NFS ADVISORS,PA09PJVM46986363192179,receipt number 2328113082  REFERENCE msqs9,86939.91,USD,20181023
[3779],Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT - 2600421616- 7032290845- 8022682043- 6368751760- 7155949866 ,772991.36,EUR,20241013
[3780],BF Ventures,IE68ILGN99832823108385,RECEIPT  INV100000000022382,28607.1,EUR,20191010
[3781],BF Ventures,IE68ILGN99832823108385,RECEIPT  INV100000000022382,225734.29,EUR,20191011
[3782],Oliveira & Filhos Comércio,ZW82TTLX51391866569957,receipt number  INV100000000001578 REF qmhl57bma681r,182559.07,USD,20221030
[3783],Patel & Co. Pvt. Ltd.,ZW71WJDX88155642569867,RECEIPT NO 0: 42298049364 & NO 1: 74949195630 & NO 2: 815446667 & NO 3: 5476249685 & NO 4: 509573698 100000000002211  NUM kol06doxkc,1160320.52,USD,20021004
[3784],Nakamura & Co. 株式会社,IE80QKMH17158377169473,3077495356 INV100000000003018,181341.24,EUR,20001005
[3785],Crimson Event Management,SV12OVQE34825959716219,receipt number  + 4680146306 & + 2034496355 & + 6687405576 REF 1cb27d68kw,414363.37,USD,20141007
[3786],OpalStone Mining Inc.,ES50VEUL10258081554365,receipt number  100000000908 no 0: 9731856502 | no 1: 6477184494 | no 2: 0508091146,385653.03,EUR,20061003
[3787],Zhang & Co. Limited,US49NYRG26232164607062,receipt number INV100000000012540 ,141414.06,USD,20151011
[3788],RH Services,EC71POCP43339649040193,receipt number 1282289515 INV100000000002288 d8w4,26118.43,USD,20180929
[3789],RH Services,EC71POCP43339649040193,receipt number 1282289515  lr0mz1,137181.15,USD,20181005
[3790],Shoreline Property Group,PA93QJXH90039892057264, INV100000000002053 REFERENCE m4ls,115063.08,USD,20011016
[3791],Shoreline Property Group,PA93QJXH90039892057264,8833065925  REFERENCE glqu94y6opwd,77831.68000000002,USD,20011011
[3792],Liu & Chao Engineering,NO39TVLQ14226411504242,RECEIPT 156298127 ,543800.75,NOK,20161009
[3793],Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number  INV1000000700010086,187818.96,USD,20131011
[3794],Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT NO 0: 48722403382NO 1: 6 131858444NO 2: 86719480785NO 3: 12004 06425NO 4: 630809850 ,11116792.52,NOK,20231012
[3795],Hassan & Sons Pvt. Ltd.,ES76JUUX87144638402773,no 0: 8022753552no 1: 8418923142 100000000012899 ,715272.71,EUR,20130924
[3796],Ramirez & Hijos Consultoría,EC45BJUL50595414411480,receipt number INV100000000016155 ,49919.5,USD,20021013
